time,remaining_s,stage,test_name,status,voltage,torque_L,rpm_L,power_L,torque_R,rpm_R,power_R,total_power,total_rpm
3.200024366378784e-06,,isometric,,,10.0,-0.6241812790183137,257.42154861391214,-1.6489607985405506,-0.4991554861630608,260.25110658635555,-1.3331626171613602,,
0.020225900108925998,,isometric,,,10.0,-0.6104792084615278,258.2362378387422,-1.6178667780076006,-0.4797419836361914,261.189460223428,-1.2859321904787009,,
0.040638000005856156,,isometric,,,10.0,-0.5942893471999205,259.0973692679742,-1.580213044629126,-0.4578610144916475,262.17263541954475,-1.2319007499159191,,
0.061216000001877546,,isometric,,,10.0,-0.5755918690305889,260.0043627529073,-1.5358541632614096,-0.433509294146036,263.19975426094135,-1.170950633839529,,
0.0818301000399515,,isometric,,,10.0,-0.5545028115023676,260.95114275753343,-1.484969894981047,-0.4068498411742425,264.26381701880814,-1.1033836597178937,,
0.10297050001099706,,isometric,,,10.0,-0.5304606760692264,261.96085150333397,-1.426081288446652,-0.3772024046422772,265.39051154467523,-1.0273408042456351,,
0.12344640004448593,,isometric,,,10.0,-0.504882064776967,262.9753478202655,-1.3625726742895812,-0.3463073724466395,266.51503570823525,-0.9471922721112397,,
0.14406230009626597,,isometric,,,10.0,-0.4768974798492083,264.03195772687576,-1.2922192815961153,-0.3130919236429269,267.6790416233234,-0.8600841161863252,,
0.16486180003266782,,isometric,,,10.0,-0.4464372509641107,265.13295167569044,-1.214727394061072,-0.27748611906661524,268.8848658387607,-0.7657064673257786,,
0.18522540002595633,,isometric,,,10.0,-0.41450424191768426,266.2436947566362,-1.1325646562001235,-0.2406530897898445,270.09469911081896,-0.6670558488671405,,
0.20548010000493377,,isometric,,,10.0,-0.38072172378057756,267.37973229033076,-1.0446981747458837,-0.20213982856309173,271.3257324674635,-0.5628563509730209,,
0.22614670009352267,,isometric,,,10.0,-0.34423203050791906,268.5699025570703,-0.9487751775368023,-0.1609781789729468,272.60907629494034,-0.45036228621517754,,
0.24653220002073795,,isometric,,,10.0,-0.3062991408819784,269.77353943261556,-0.8480077518644402,-0.11859790579267938,273.900821757724,-0.33336887479801985,,
0.2667001000372693,,isometric,,,10.0,-0.2669419416981535,270.9920383047938,-0.7423830377157757,-0.07500592161803851,275.2026844014029,-0.21183753352542306,,
0.2871637000935152,,isometric,,,10.0,-0.22521041936893774,272.2555633471338,-0.6292452356768344,-0.02915207139782145,276.54685937789424,-0.08273568050681795,,
0.3076837999979034,,isometric,,,10.0,-0.18161448465856678,273.5488683406773,-0.5098472707553311,0.018394210362066774,277.91697992250243,0.05246273460232664,,
0.32852920005097985,,isometric,,,10.0,-0.13561328964954633,274.8882794519528,-0.38257198798026554,0.06821318228033307,279.33018420663,0.19554236889635376,,
0.34926090005319566,,isometric,,,10.0,-0.08822602819257631,276.244770506169,-0.2501183110046797,0.11919593847603734,280.75576088472707,0.34343521723826015,,
0.36996350006666034,,isometric,,,10.0,-0.0393591758518833,277.62222871440764,-0.11213854740043992,0.17144646460785296,282.1978524666689,0.4965202119154974,,
0.39040150004439056,,isometric,,,10.0,0.010322390205689775,279.0033894570782,0.029555917468034522,0.22426046056642832,283.6384987352368,0.6527886299822816,,
0.41086200007703155,,isometric,,,10.0,0.061398766754120405,280.40571093878657,0.17668561652174428,0.2782598933337749,285.09600265362764,0.8141350195411904,,
0.432011800003238,,isometric,,,10.0,0.11551813036412174,281.8746279891506,0.3341649003796709,0.33517203203743295,286.61731651947105,0.9858818959489214,,
0.4522342000855133,,isometric,,,10.0,0.16843551938904372,283.2962623541533,0.4896990014921502,0.390537816907161,288.08458911776296,1.1546166463772385,,
0.4728875000728294,,isometric,,,10.0,0.22357095065930083,284.7640992929503,0.6533641533279142,0.4479456369017536,289.59449068363983,1.3312827354626822,,
0.4933691000333056,,isometric,,,10.0,0.27924145278553403,286.2341355362122,0.820268450410168,0.5056380098240294,291.101662633251,1.510563869826399,,
0.5138700000243261,,isometric,,,10.0,0.335859135520899,287.7185045298128,0.9916984941520619,0.5640450280488193,292.6186005516029,1.69383225216812,,
0.5340403000591323,,isometric,,,10.0,0.3923512419862415,289.19032183942807,1.1644302521077952,0.622065983937243,294.11794089608424,1.8776414510276762,,
0.5543328000931069,,isometric,,,10.0,0.4498776266840858,290.68107494856696,1.3420411936084928,0.6808960148706974,295.6318328698301,2.0657924315791396,,
0.575653100037016,,isometric,,,10.0,0.5109594670859036,292.25653276131675,1.532517249589453,0.7430918045138659,297.2266592090383,2.26665240431217,,
0.5957526999991387,,isometric,,,10.0,0.5690548035701926,293.7492061375277,1.7154793276611617,0.8019956568443436,298.7329391863967,2.4587242346660023,,
0.6161051000235602,,isometric,,,10.0,0.6282767782736427,295.26626437225116,1.9037921478135513,0.8617958275095774,300.25915811726213,2.6555552607816812,,
0.6376134000020102,,isometric,,,10.0,0.6911961994984106,296.87429593782053,2.10585581438981,0.9250623564368233,301.871814207264,2.8658157625110534,,
0.6584138000616804,,isometric,,,10.0,0.752262393102753,298.43255760483174,2.3039351243741737,0.9862056461598264,303.4296009773437,3.0710021765041406,,
0.6788797000190243,,isometric,,,10.0,0.8124530274692382,299.9672872554617,2.5010757799825662,1.0462238242513426,304.959115702067,3.2743184759707717,,
0.6990748000098392,,isometric,,,10.0,0.871847572179702,301.4816958534626,2.6974674059814436,1.1052070551237743,306.4637674030629,3.475981676176478,,
0.7195785000221804,,isometric,,,10.0,0.9320526956170764,303.0178534576044,2.8984337486431246,1.1647502129678857,307.9853423218302,3.6814384185368763,,
