time,voltage,torque_L,rpm_L,power_L,torque_R,rpm_R,power_R,stage
1.400010660290718e-06,1.5,-1.3523108777085204,348.21523829899024,-4.832579502713722,-1.3633170441017564,349.29613092331886,-4.887033690627825,warmup
0.023592800018377602,1.5,-1.4047855051105191,348.65351435864886,-5.026419809177106,-1.4109949901485843,349.5610718838088,-5.0617795606925275,warmup
0.04365680005867034,1.5,-1.4476759124533443,348.9782511705448,-5.184709214885717,-1.4496247645005664,349.73752687228085,-5.202984449999958,warmup
0.06734740000683814,1.5,-1.496183334570709,349.30462032849425,-5.363445066399183,-1.4928949146297399,349.8879078415388,-5.3605933814798625,warmup
0.08867610001470894,1.5,-1.53778422149709,349.5452054103253,-5.516370706796093,-1.5295992482573966,349.9694140518972,-5.493668448729036,warmup
0.11003410001285374,1.5,-1.5773969468240916,349.7353044853411,-5.661547618932302,-1.5641457632989246,349.9997835160919,-5.618232297709384,warmup
0.13046480005141348,1.5,-1.6133075380391206,349.86938645217634,-5.792656822092116,-1.5950660942240522,349.9808145893605,-5.728984071881398,warmup
0.1508398000150919,1.5,-1.647131761260826,349.9564644393119,-5.9155762356439086,-1.6237814677822646,349.9151493190657,-5.83102655864779,warmup
0.1712381000397727,1.5,-1.6789454815127676,349.9968994081526,-6.030530033199514,-1.6503573224102808,349.80271292323664,-5.92455658102248,warmup
0.19126520003192127,1.5,-1.7081392151846893,349.99106344463877,-6.13528741074055,-1.6742961970687011,349.6469452578427,-6.007817378056576,warmup
0.2114192999433726,1.5,-1.7354233010858067,349.93964868724794,-6.232370589498261,-1.6961893136987076,349.44497737884853,-6.082859972217806,warmup
0.23182830004952848,1.5,-1.7608656587857623,349.8410886138151,-6.3219598468505485,-1.7160765599288368,349.1944351155632,-6.1497670744784845,warmup
0.2521654999582097,1.5,-1.7839928021688989,349.6964081731748,-6.4023433783616825,-1.7335801191448144,348.89889593572883,-6.2072352710589955,warmup
