time,remaining_s,stage,test_name,status,voltage,torque_L,rpm_L,power_L,torque_R,rpm_R,power_R,total_power,total_rpm
4.199915565550327e-06,,warmup,,,1.5,0.08814505319887428,250.13112614974128,0.22626656109432836,-0.04896822852081181,250.74153511610723,-0.1260072017624205,,
0.020521099912002683,,warmup,,,1.5,0.05206644838422804,250.26610209826345,0.13372563760192166,-0.08969716459269708,251.02886933904801,-0.2310771904172006,,
0.04095910000614822,,warmup,,,1.5,0.014188543136755617,250.44736664835327,0.03646774994041226,-0.1320462435422041,251.36116753937094,-0.34062689011441516,,
0.061816099914722145,,warmup,,,1.5,-0.02640304222046427,250.6803693523763,-0.06792489719269074,-0.1770280182152578,251.74742571575152,-0.4573637494326259,,
0.08213290001731366,,warmup,,,1.5,-0.06775405177003048,250.9537519403905,-0.17449526969466447,-0.22248014112159947,252.16909232359203,-0.5757551087598508,,
0.10341159999370575,,warmup,,,1.5,-0.1129045543061372,251.28890270959005,-0.2911651982140072,-0.2717330222407388,252.65833311180987,-0.7045806944967168,,
0.1238951999694109,,warmup,,,1.5,-0.15807152303836605,251.65840386569175,-0.4082439611301256,-0.320655705094605,253.17484871434667,-0.8331327833599216,,
0.14407569996546954,,warmup,,,1.5,-0.2041335965001459,252.06708701125456,-0.5280624950616862,-0.37022650493919274,253.7269795062182,-0.964026229056385,,
0.16418680001515895,,warmup,,,1.5,-0.2514995215477322,252.51802601728218,-0.6517548063742078,-0.4208938771131165,254.31934943506906,-1.0985168062281536,,
0.18475329992361367,,warmup,,,1.5,-0.301375090535823,253.02389168381026,-0.7825706912488326,-0.47393905276640935,254.9681623463406,-1.2401183783599667,,
0.20507539995014668,,warmup,,,1.5,-0.3519953641909742,253.56760698820761,-0.9159787733283126,-0.5274803582093186,255.65129587209464,-1.3839136233479312,,
0.2260272999992594,,warmup,,,1.5,-0.40549802912599714,254.17339645931082,-1.0577268617599154,-0.5837705666380731,256.39881092901965,-1.5360766758575193,,
0.2461092999437824,,warmup,,,1.5,-0.45793513826806737,254.79647119869,-1.1974353409096103,-0.6386610096783885,257.15565431748945,-1.6854705746437717,,
0.2665175999281928,,warmup,,,1.5,-0.5123027815982,255.47173243666444,-1.3431492091118664,-0.6952990060387613,257.96467371515575,-1.8407149472073898,,
0.2871235000202432,,warmup,,,1.5,-0.568202250537769,256.19582385345427,-1.4939280766971565,-0.7532588159618876,258.821440451041,-2.0007792137689577,,
0.30826379999052733,,warmup,,,1.5,-0.6265050428669163,256.98219658334216,-1.6522748857136205,-0.8134295946524539,259.74132563048454,-2.168281755032696,,
0.328543399926275,,warmup,,,1.5,-0.6832462822717587,257.7772056733751,-1.8074924109484642,-0.8717257618335091,260.6618050578211,-2.3319110092447577,,
0.34924239991232753,,warmup,,,1.5,-0.7418821273466069,258.62893416285704,-1.969095194697084,-0.9317066426311122,261.63884492058264,-2.501705069560679,,
0.37048109993338585,,warmup,,,1.5,-0.802699733294362,259.5443319745104,-2.1380574045909073,-0.9936477914631929,262.6798069393279,-2.6786369397587997,,
0.3909689999418333,,warmup,,,1.5,-0.8618920498660462,260.4662697521495,-2.3038757781199903,-1.0536757980593778,263.7198540918526,-2.8517045285089866,,
0.4124206999549642,,warmup,,,1.5,-0.9243118621455921,261.4715901869729,-2.480262964444,-1.1167079361062606,264.8455474885843,-3.035197615164018,,
0.43280930002219975,,warmup,,,1.5,-0.9839534376796442,262.4640672177845,-2.6503247701629387,-1.176681401161293,265.9491948874626,-3.2115320652787234,,
0.453469599946402,,warmup,,,1.5,-1.0446000242096407,263.5055318277483,-2.824843953818778,-1.23741510785327,267.0999815301882,-3.3919072311052707,,
0.4741335000144318,,warmup,,,1.5,-1.1053702849940545,264.5823095791502,-3.0013958820778823,-1.2980214422659946,268.28265536894247,-3.5737910474947014,,
0.4952165000140667,,warmup,,,1.5,-1.1673764239530755,265.7159457994179,-3.1833414876221227,-1.359601854749324,269.52066711379723,-3.760611891224981,,
0.5152783999219537,,warmup,,,1.5,-1.2262864160535993,266.82656589359885,-3.357961232663394,-1.4178649865430855,270.72707937952987,-3.9393200793107717,,
0.5370853999629617,,warmup,,,1.5,-1.290099907597633,268.06776525581984,-3.5491359197791192,-1.480709250648509,272.06838894272875,-4.134305528944523,,
0.557682599988766,,warmup,,,1.5,-1.3500615262667819,269.27156808646356,-3.730772390583089,-1.5395023909898033,273.3628244053833,-4.31891358332997,,
0.578241299954243,,warmup,,,1.5,-1.409500538275852,270.5023149115925,-3.9128295153186685,-1.5975321020516895,274.6801364544631,-4.503306868891957,,
0.5985997000243515,,warmup,,,1.5,-1.4678606862047119,271.748735933949,-4.093615658311594,-1.6542597123777765,276.00836617779095,-4.685766391599807,,
0.6192646999843419,,warmup,,,1.5,-1.5264892843086755,273.0408340519557,-4.277362479572204,-1.7109928793743525,277.37944074905926,-4.870540556378897,,
0.6413877999875695,,warmup,,,1.5,-1.5884637926591536,274.45282190920966,-4.474038471442116,-1.7706756555519656,278.8713584974262,-5.0675450979892505,,
0.6623033999931067,,warmup,,,1.5,-1.6461953869801176,275.8136698441712,-4.659634593602098,-1.825994898040129,280.30330230914393,-5.2526984310322025,,
0.6829323000274599,,warmup,,,1.5,-1.7022115911092823,277.17908087396313,-4.842043508132062,-1.8794022908522487,281.7345013896399,-5.4339355085536285,,
0.7036474000196904,,warmup,,,1.5,-1.757447730254054,278.57226275175236,-5.024293284543495,-1.9317935772588564,283.189361242237,-5.614257726848413,,
0.7241806000238284,,warmup,,,1.5,-1.8110999006946409,279.9735919307783,-5.203722988412794,-1.9824081632656225,284.64742637699237,-5.791019570039927,,
0.7444674000144005,,warmup,,,1.5,-1.862946546158408,281.37681176623875,-5.379518332641292,-2.03104574261626,286.10234937879136,-5.963425833364694,,
0.7652212999528274,,warmup,,,1.5,-1.9147010969859064,282.8301432693728,-5.5575243382015875,-2.079309099842161,287.604045211797,-6.137178261717712,,
0.7854451999301091,,warmup,,,1.5,-1.9638288521174923,284.26326646998103,-5.729003296797933,-2.1248355939461536,289.0798725181774,-6.303734030848048,,
0.806042299955152,,warmup,,,1.5,-2.0123656626560105,285.7359311510846,-5.90101132434835,-2.1695155416136522,290.5914234065949,-6.469939975376717,,
0.8269954000134021,,warmup,,,1.5,-2.060197962031445,287.24891115736773,-6.0732622946773605,-2.2132281842740715,292.1392315633483,-6.635455917966137,,
0.8475457999156788,,warmup,,,1.5,-2.1054893783546262,288.7450748339862,-6.239105561520422,-2.254296111990697,293.6648625007599,-6.79387639496558,,
0.8678203999297693,,warmup,,,1.5,-2.148522979984412,290.23161246630923,-6.399402276925771,-2.292992418327135,295.17589058284153,-6.946054629846267,,
0.8883154999930412,,warmup,,,1.5,-2.1902895415021773,291.7435966228991,-6.557790764020026,-2.3302093750305133,296.7079853330648,-7.09543251087203,,
0.9087970999535173,,warmup,,,1.5,-2.2302086611424734,293.2622031229136,-6.712067025491335,-2.365424463451993,298.24200018471475,-7.23990022311439,,
0.929540199926123,,warmup,,,1.5,-2.2687238138690238,294.80682559668173,-6.863945993699765,-2.3990221275178047,299.79743876109774,-7.381028217754312,,
0.9508506999118254,,warmup,,,1.5,-2.306208576650573,296.3987313755052,-7.01503136361505,-2.4313041559917696,301.39542441735927,-7.520221647661177,,
0.9715959000168368,,warmup,,,1.5,-2.340613489318187,297.95207922871185,-7.156996712549952,-2.4605055087926235,302.9497876241795,-7.649793075002851,,
0.9920700999209657,,warmup,,,1.5,-2.3724906372174304,299.48709773825277,-7.291843146862928,-2.487121934017583,304.4810635589284,-7.771628982210316,,
1.0129262999398634,,warmup,,,1.5,-2.4027838507478925,301.0512517314709,-7.423519186377061,-2.511937676135306,306.03656253922395,-7.889270895887066,,
1.0336338999914005,,warmup,,,1.5,-2.430634338731707,302.60323411607,-7.548278024060732,-2.5342406190380524,307.5751247777854,-7.999332519256083,,
1.0541248000226915,,warmup,,,1.5,-2.4559609318093676,304.1364533259997,-7.6655730168860865,-2.5539803495840547,309.0903433612594,-8.101355351142962,,
1.0742580000078306,,warmup,,,1.5,-2.4786440824337173,305.63920987190426,-7.7745978029082075,-2.571088276596591,310.57085416266676,-8.194687153538858,,
